id_serie,nome_serie,id_episodio,temporada,num_episodio,nome_episodio,ano,generos,duracao_minutos,avaliacao_media,num_votos
tt1837492,13 Reasons Why,tt7136940,2,6,The Smile at the End of the Dock,2018,"Drama,Mystery,Thriller",58.0,7.7,3505
tt1837492,13 Reasons Why,tt7289308,2,7,The Third Polaroid,2018,"Drama,Mystery,Thriller",56.0,7.3,3133
tt1837492,13 Reasons Why,tt7289314,2,8,The Little Girl,2018,"Drama,Mystery,Thriller",57.0,7.6,3126
tt1837492,13 Reasons Why,tt7339172,2,9,The Missing Page,2018,"Drama,Mystery,Thriller",57.0,8.0,3225
tt1837492,13 Reasons Why,tt7407784,2,10,"Smile, Bitches",2018,"Drama,Mystery,Thriller",55.0,7.5,3080
tt1837492,13 Reasons Why,tt7414986,2,11,Bryce and Chloe,2018,"Drama,Mystery,Thriller",58.0,8.2,3437
tt1837492,13 Reasons Why,tt7414988,2,12,The Box of Polaroids,2018,"Drama,Mystery,Thriller",56.0,8.0,3283
tt1837492,13 Reasons Why,tt7414990,2,13,Bye,2018,"Drama,Mystery,Thriller",70.0,6.5,5532
tt1837492,13 Reasons Why,tt8519402,3,1,Yeah. I'm the New Girl,2019,"Drama,Mystery,Thriller",56.0,6.3,2839
tt1837492,13 Reasons Why,tt8519634,3,2,"If You're Breathing, You're a Liar",2019,"Drama,Mystery,Thriller",57.0,6.5,2474
tt1837492,13 Reasons Why,tt8519636,3,3,The Good Person Is Indistinguishable from the Bad,2019,"Drama,Mystery,Thriller",59.0,6.5,2326
tt1837492,13 Reasons Why,tt8519638,3,4,"Angry, Young and Man",2019,"Drama,Mystery,Thriller",58.0,6.8,2241
tt1837492,13 Reasons Why,tt8519642,3,5,Nobody's Clean,2019,"Drama,Mystery,Thriller",59.0,6.5,2168
tt1837492,13 Reasons Why,tt8519668,3,6,You Can Tell the Heart of a Man by How He Grieves,2019,"Drama,Mystery,Thriller",56.0,6.8,2150
tt1837492,13 Reasons Why,tt8519670,3,7,There Are a Number of Problems with Clay Jensen,2019,"Drama,Mystery,Thriller",49.0,6.4,2154
tt1837492,13 Reasons Why,tt8519674,3,8,"In High School, Even on a Good Day, It's Hard to Tell Who's on Your Side",2019,"Drama,Mystery,Thriller",51.0,7.4,2230
tt1837492,13 Reasons Why,tt8519676,3,9,Always Waiting for the Next Bad News,2019,"Drama,Mystery,Thriller",54.0,6.6,2039
tt1837492,13 Reasons Why,tt8519680,3,10,The World Closing In,2019,"Drama,Mystery,Thriller",53.0,7.0,2070
tt1837492,13 Reasons Why,tt8519682,3,11,There Are a Few Things I Haven't Told You,2019,"Drama,Mystery,Thriller",54.0,7.2,2118
tt1837492,13 Reasons Why,tt8519684,3,12,And Then the Hurricane Hit,2019,"Drama,Mystery,Thriller",59.0,7.6,2251
tt1837492,13 Reasons Why,tt8519694,3,13,Let the Dead Bury the Dead,2019,"Drama,Mystery,Thriller",71.0,6.4,2787
tt1837492,13 Reasons Why,tt10741308,4,1,Winter Break,2020,"Drama,Mystery,Thriller",59.0,5.7,2183
tt1837492,13 Reasons Why,tt10787150,4,2,College Tour,2020,"Drama,Mystery,Thriller",58.0,5.7,1959
tt1837492,13 Reasons Why,tt11872112,4,3,Valentine's Day,2020,"Drama,Mystery,Thriller",59,5.5,2010
tt1837492,13 Reasons Why,tt11187066,4,4,Senior Camping Trip,2020,"Drama,Mystery,Thriller",59.0,5.1,2091
tt1837492,13 Reasons Why,tt11700056,4,5,House Party,2020,"Drama,Mystery,Thriller",57.0,6.2,1850
tt1837492,13 Reasons Why,tt11700060,4,6,Thursday,2020,"Drama,Mystery,Thriller",61.0,6.6,2055
tt1837492,13 Reasons Why,tt11872120,4,7,College Interview,2020,"Drama,Mystery,Thriller",60,5.9,1762
tt1837492,13 Reasons Why,tt11625470,4,8,Acceptance/Rejection,2020,"Drama,Mystery,Thriller",57,6.2,1979
tt1837492,13 Reasons Why,tt11898302,4,9,Prom,2020,"Drama,Mystery,Thriller",60,6.7,2015
tt1837492,13 Reasons Why,tt11898306,4,10,Graduation,2020,"Drama,Mystery,Thriller",98,7.7,2811
tt0285331,24,tt0502165,1,1,12:00 a.m.-1:00 a.m.,2001,"Action,Crime,Drama",60.0,8.2,3351
tt0285331,24,tt0502167,1,2,1:00 a.m.-2:00 a.m.,2001,"Action,Crime,Drama",43.0,8.2,2524
tt0285331,24,tt0502169,1,3,2:00 a.m.-3:00 a.m.,2001,"Action,Crime,Drama",41.0,8.1,2352
tt0285331,24,tt0502171,1,4,3:00 a.m.-4:00 a.m.,2001,"Action,Crime,Drama",40.0,8.1,2225
tt0285331,24,tt0502173,1,5,4:00 a.m.-5:00 a.m.,2001,"Action,Crime,Drama",41.0,8.1,2119
tt0285331,24,tt0502175,1,6,5:00 a.m.-6:00 a.m.,2001,"Action,Crime,Drama",42.0,8.4,2145
tt0285331,24,tt0502177,1,7,6:00 a.m.-7:00 a.m.,2002,"Action,Crime,Drama",41.0,8.4,2123
tt0285331,24,tt0502179,1,8,7:00 a.m.-8:00 a.m.,2002,"Action,Crime,Drama",40.0,8.6,2078
tt0285331,24,tt0502181,1,9,8:00 a.m.-9:00 a.m.,2002,"Action,Crime,Drama",43.0,8.2,2012
tt0285331,24,tt0502183,1,10,9:00 a.m.-10:00 a.m.,2002,"Action,Crime,Drama",42.0,8.1,2102
tt0285331,24,tt0502161,1,11,10:00 a.m.-11:00 a.m.,2002,"Action,Crime,Drama",44.0,8.4,1975
tt0285331,24,tt0502163,1,12,11:00 a.m.-12:00 p.m.,2002,"Action,Crime,Drama",40.0,8.6,1982
tt0285331,24,tt0502166,1,13,12:00 p.m.-1:00 p.m.,2002,"Action,Crime,Drama",43.0,8.4,1930
tt0285331,24,tt0502168,1,14,1:00 p.m.-2:00 p.m.,2002,"Action,Crime,Drama",43.0,8.0,1876
tt0285331,24,tt0502170,1,15,2:00 p.m.-3:00 p.m.,2002,"Action,Crime,Drama",42.0,8.0,1890
tt0285331,24,tt0502172,1,16,3:00 p.m.-4:00 p.m.,2002,"Action,Crime,Drama",41.0,7.9,1882
tt0285331,24,tt0502174,1,17,4:00 p.m.-5:00 p.m.,2002,"Action,Crime,Drama",41.0,8.0,1855
tt0285331,24,tt0502176,1,18,5:00 p.m.-6:00 p.m.,2002,"Action,Crime,Drama",41.0,7.9,1807
tt0285331,24,tt0502178,1,19,6:00 p.m.-7:00 p.m.,2002,"Action,Crime,Drama",41.0,8.2,1825
tt0285331,24,tt0502180,1,20,7:00 p.m.-8:00 p.m.,2002,"Action,Crime,Drama",42.0,8.5,1838
tt0285331,24,tt0502182,1,21,8:00 p.m.-9:00 p.m.,2002,"Action,Crime,Drama",42.0,8.1,1791
tt0285331,24,tt0502184,1,22,9:00 p.m.-10:00 p.m.,2002,"Action,Crime,Drama",44.0,8.2,1794
tt0285331,24,tt0502162,1,23,10:00 p.m.-11:00 p.m.,2002,"Action,Crime,Drama",42.0,8.8,1957
tt0285331,24,tt0502164,1,24,11:00 p.m.-12:00 a.m.,2002,"Action,Crime,Drama",42.0,9.3,2722
tt0285331,24,tt0502205,2,1,Day 2: 8:00 a.m.-9:00 a.m.,2002,"Action,Crime,Drama",52.0,8.2,1921
tt0285331,24,tt0502207,2,2,Day 2: 9:00 a.m.-10:00 a.m.,2002,"Action,Crime,Drama",44.0,8.0,1670
tt0285331,24,tt0502185,2,3,Day 2: 10:00 a.m.-11:00 a.m.,2002,"Action,Crime,Drama",44.0,8.6,1676
tt0285331,24,tt0502187,2,4,Day 2: 11:00 a.m.-12:00 p.m.,2002,"Action,Crime,Drama",45.0,8.5,1626
tt0285331,24,tt0502190,2,5,Day 2: 12:00 p.m.-1:00 p.m.,2002,"Action,Crime,Drama",45.0,8.1,1590
tt0285331,24,tt0502192,2,6,Day 2: 1:00 p.m.-2:00 p.m.,2002,"Action,Crime,Drama",45.0,8.3,1583
tt0285331,24,tt0502194,2,7,Day 2: 2:00 p.m.-3:00 p.m.,2002,"Action,Crime,Drama",45.0,8.5,1601
tt0285331,24,tt0502196,2,8,Day 2: 3:00 p.m.-4:00 p.m.,2002,"Action,Crime,Drama",44.0,8.3,1570
tt0285331,24,tt0502198,2,9,Day 2: 4:00 p.m.-5:00 p.m.,2003,"Action,Crime,Drama",44.0,8.7,1614
tt0285331,24,tt0502200,2,10,Day 2: 5:00 p.m.-6:00 p.m.,2003,"Action,Crime,Drama",44.0,8.7,1591
tt0285331,24,tt0502202,2,11,Day 2: 6:00 p.m.-7:00 p.m.,2003,"Action,Crime,Drama",43.0,8.3,1558
tt0285331,24,tt0502204,2,12,Day 2: 7:00 p.m.-8:00 p.m.,2003,"Action,Crime,Drama",43.0,8.6,1597
tt0285331,24,tt0502206,2,13,Day 2: 8:00 p.m.-9:00 p.m.,2003,"Action,Crime,Drama",43.0,8.3,1552
tt0285331,24,tt0502208,2,14,Day 2: 9:00 p.m.-10:00 p.m.,2003,"Action,Crime,Drama",45.0,8.4,1553
tt0285331,24,tt0502186,2,15,Day 2: 10:00 p.m.-11:00 p.m.,2003,"Action,Crime,Drama",45.0,9.1,2020
tt0285331,24,tt0502188,2,16,Day 2: 11:00 p.m.-12:00 a.m.,2003,"Action,Crime,Drama",44.0,8.3,1544
tt0285331,24,tt0502189,2,17,Day 2: 12:00 a.m.-1:00 a.m.,2003,"Action,Crime,Drama",45.0,8.0,1505
tt0285331,24,tt0502191,2,18,Day 2: 1:00 a.m.-2:00 a.m.,2003,"Action,Crime,Drama",45.0,8.4,1533
tt0285331,24,tt0502193,2,19,Day 2: 2:00 a.m.-3:00 a.m.,2003,"Action,Crime,Drama",44.0,8.3,1550
tt0285331,24,tt0502195,2,20,Day 2: 3:00 a.m.-4:00 a.m.,2003,"Action,Crime,Drama",44.0,8.5,1553
tt0285331,24,tt0502197,2,21,Day 2: 4:00 a.m.-5:00 a.m.,2003,"Action,Crime,Drama",45.0,8.6,1551
tt0285331,24,tt0502199,2,22,Day 2: 5:00 a.m.-6:00 a.m.,2003,"Action,Crime,Drama",45.0,8.6,1531
tt0285331,24,tt0502201,2,23,Day 2: 6:00 a.m.-7:00 a.m.,2003,"Action,Crime,Drama",44.0,8.6,1552
tt0285331,24,tt0502203,2,24,Day 2: 7:00 a.m.-8:00 a.m.,2003,"Action,Crime,Drama",44.0,9.0,1865
tt0285331,24,tt0502216,3,1,Day 3: 1:00 p.m.-2:00 p.m.,2003,"Action,Crime,Drama",60.0,7.9,1669
tt0285331,24,tt0502218,3,2,Day 3: 2:00 p.m.-3:00 p.m.,2003,"Action,Crime,Drama",45.0,7.9,1464
tt0285331,24,tt0502220,3,3,Day 3: 3:00 p.m.-4:00 p.m.,2003,"Action,Crime,Drama",44.0,8.3,1451
tt0285331,24,tt0502222,3,4,Day 3: 4:00 p.m.-5:00 p.m.,2003,"Action,Crime,Drama",44.0,8.3,1453
tt0285331,24,tt0502224,3,5,Day 3: 5:00 p.m.-6:00 p.m.,2003,"Action,Crime,Drama",44.0,8.4,1427
tt0285331,24,tt0502226,3,6,Day 3: 6:00 p.m.-7:00 p.m.,2003,"Action,Crime,Drama",44.0,8.2,1416
tt0285331,24,tt0502228,3,7,Day 3: 7:00 p.m.-8:00 p.m.,2003,"Action,Crime,Drama",43.0,8.6,1444
tt0285331,24,tt0502230,3,8,Day 3: 8:00 p.m.-9:00 p.m.,2003,"Action,Crime,Drama",44.0,8.3,1398
tt0285331,24,tt0502232,3,9,Day 3: 9:00 p.m.-10:00 p.m.,2004,"Action,Crime,Drama",45.0,8.1,1388
tt0285331,24,tt0502210,3,10,Day 3: 10:00 p.m.-11:00 p.m.,2004,"Action,Crime,Drama",45.0,8.3,1387
tt0285331,24,tt0502212,3,11,Day 3: 11:00 p.m.-12:00 a.m.,2004,"Action,Crime,Drama",44.0,8.2,1370
tt0285331,24,tt0502213,3,12,Day 3: 12:00 a.m.-1:00 a.m.,2004,"Action,Crime,Drama",45.0,8.5,1386
tt0285331,24,tt0502215,3,13,Day 3: 1:00 a.m.-2:00 a.m.,2004,"Action,Crime,Drama",45.0,8.4,1384
tt0285331,24,tt0502217,3,14,Day 3: 2:00 a.m.-3:00 a.m.,2004,"Action,Crime,Drama",44.0,8.7,1444
tt0285331,24,tt0502219,3,15,Day 3: 3:00 a.m.-4:00 a.m.,2004,"Action,Crime,Drama",44.0,8.4,1372
tt0285331,24,tt0502221,3,16,Day 3: 4:00 a.m.-5:00 a.m.,2004,"Action,Crime,Drama",44.0,8.6,1398
tt0285331,24,tt0502223,3,17,Day 3: 5:00 a.m.-6:00 a.m.,2004,"Action,Crime,Drama",45.0,8.6,1388
tt0285331,24,tt0502225,3,18,Day 3: 6:00 a.m.-7:00 a.m.,2004,"Action,Crime,Drama",44.0,9.1,1750
tt0285331,24,tt0502227,3,19,Day 3: 7:00 a.m.-8:00 a.m.,2004,"Action,Crime,Drama",45.0,8.4,1366
tt0285331,24,tt0502229,3,20,Day 3: 8:00 a.m.-9:00 a.m.,2004,"Action,Crime,Drama",45.0,8.4,1336
tt0285331,24,tt0502231,3,21,Day 3: 9:00 a.m.-10:00 a.m.,2004,"Action,Crime,Drama",44.0,8.4,1359
tt0285331,24,tt0502209,3,22,Day 3: 10:00 a.m.-11:00 a.m.,2004,"Action,Crime,Drama",42.0,8.8,1415
tt0285331,24,tt0502211,3,23,Day 3: 11:00 a.m.-12:00 p.m.,2004,"Action,Crime,Drama",43.0,8.7,1399
tt0285331,24,tt0502214,3,24,Day 3: 12:00 p.m.-1:00 p.m.,2004,"Action,Crime,Drama",42.0,8.9,1566
tt0285331,24,tt0502251,4,1,Day 4: 7:00 a.m.-8:00 a.m.,2005,"Action,Crime,Drama",42.0,8.3,1523
tt0285331,24,tt0502253,4,2,Day 4: 8:00 a.m.-9:00 a.m.,2005,"Action,Crime,Drama",60.0,8.0,1358
tt0285331,24,tt0502255,4,3,Day 4: 9:00 a.m.-10:00 a.m.,2005,"Action,Crime,Drama",60.0,8.0,1317
tt0285331,24,tt0502233,4,4,Day 4: 10:00 a.m.-11:00 a.m.,2005,"Action,Crime,Drama",42.0,8.1,1324
tt0285331,24,tt0502235,4,5,Day 4: 11:00 a.m.-12:00 p.m.,2005,"Action,Crime,Drama",44.0,8.1,1309
tt0285331,24,tt0502238,4,6,Day 4: 12:00 p.m.-1:00 p.m.,2005,"Action,Crime,Drama",42.0,8.6,1333
tt0285331,24,tt0502240,4,7,Day 4: 1:00 p.m.-2:00 p.m.,2005,"Action,Crime,Drama",42.0,8.4,1290
tt0285331,24,tt0502242,4,8,Day 4: 2:00 p.m.-3:00 p.m.,2005,"Action,Crime,Drama",42.0,8.4,1293
tt0285331,24,tt0502244,4,9,Day 4: 3:00 p.m.-4:00 p.m.,2005,"Action,Crime,Drama",42.0,8.3,1258
tt0285331,24,tt0502246,4,10,Day 4: 4:00 p.m.-5:00 p.m.,2005,"Action,Crime,Drama",42.0,8.0,1264
tt0285331,24,tt0502248,4,11,Day 4: 5:00 p.m.-6:00 p.m.,2005,"Action,Crime,Drama",42.0,8.4,1266
tt0285331,24,tt0502250,4,12,Day 4: 6:00 p.m.-7:00 p.m.,2005,"Action,Crime,Drama",42.0,8.2,1278
tt0285331,24,tt0502252,4,13,Day 4: 7:00 p.m.-8:00 p.m.,2005,"Action,Crime,Drama",42.0,8.3,1269
tt0285331,24,tt0502254,4,14,Day 4: 8:00 p.m.-9:00 p.m.,2005,"Action,Crime,Drama",42.0,8.1,1266
tt0285331,24,tt0502256,4,15,Day 4: 9:00 p.m.-10:00 p.m.,2005,"Action,Crime,Drama",41.0,7.9,1259
tt0285331,24,tt0502234,4,16,Day 4: 10:00 p.m.-11:00 p.m.,2005,"Action,Crime,Drama",42.0,8.7,1324
tt0285331,24,tt0502236,4,17,Day 4: 11:00 p.m.-12:00 a.m.,2005,"Action,Crime,Drama",42.0,8.4,1291
tt0285331,24,tt0502237,4,18,Day 4: 12:00 a.m.-1:00 a.m.,2005,"Action,Crime,Drama",42.0,8.1,1260
tt0285331,24,tt0502239,4,19,Day 4: 1:00 a.m.-2:00 a.m.,2005,"Action,Crime,Drama",42.0,8.6,1317
tt0285331,24,tt0502241,4,20,Day 4: 2:00 a.m.-3:00 a.m.,2005,"Action,Crime,Drama",42.0,8.8,1387
tt0285331,24,tt0502243,4,21,Day 4: 3:00 a.m.-4:00 a.m.,2005,"Action,Crime,Drama",42.0,8.3,1264
tt0285331,24,tt0502245,4,22,Day 4: 4:00 a.m.-5:00 a.m.,2005,"Action,Crime,Drama",42.0,8.4,1288
tt0285331,24,tt0502247,4,23,Day 4: 5:00 a.m.-6:00 a.m.,2005,"Action,Crime,Drama",42.0,8.8,1361
tt0285331,24,tt0502249,4,24,Day 4: 6:00 a.m.-7:00 a.m.,2005,"Action,Crime,Drama",42.0,9.0,1512
tt0285331,24,tt0502266,5,1,Day 5: 7:00 a.m.-8:00 a.m.,2006,"Action,Crime,Drama",42.0,9.1,1821
tt0285331,24,tt0502268,5,2,Day 5: 8:00 a.m.-9:00 a.m.,2006,"Action,Crime,Drama",43.0,8.7,1402
tt0285331,24,tt0502270,5,3,Day 5: 9:00 a.m.-10:00 a.m.,2006,"Action,Crime,Drama",42.0,8.6,1354
tt0285331,24,tt0502257,5,4,Day 5: 10:00 a.m.-11:00 a.m.,2006,"Action,Crime,Drama",42.0,8.6,1368
tt0285331,24,tt0502258,5,5,Day 5: 11:00 a.m.-12:00 p.m.,2006,"Action,Crime,Drama",45.0,8.6,1340
tt0285331,24,tt0502259,5,6,Day 5: 12:00 p.m.-1:00 p.m.,2006,"Action,Crime,Drama",45.0,8.6,1342
tt0285331,24,tt0502260,5,7,Day 5: 1:00 p.m.-2:00 p.m.,2006,"Action,Crime,Drama",44.0,8.1,1321
tt0285331,24,tt0502261,5,8,Day 5: 2:00 p.m.-3:00 p.m.,2006,"Action,Crime,Drama",45.0,8.3,1308
tt0285331,24,tt0502262,5,9,Day 5: 3:00 p.m.-4:00 p.m.,2006,"Action,Crime,Drama",44.0,8.2,1298
tt0285331,24,tt0502263,5,10,Day 5: 4:00 p.m.-5:00 p.m.,2006,"Action,Crime,Drama",45.0,8.7,1314
tt0285331,24,tt0502264,5,11,Day 5: 5:00 p.m.-6:00 p.m.,2006,"Action,Crime,Drama",44.0,8.4,1314
tt0285331,24,tt0502265,5,12,Day 5: 6:00 p.m.-7:00 p.m.,2006,"Action,Crime,Drama",44.0,9.1,1535
tt0285331,24,tt0502267,5,13,Day 5: 7:00 p.m.-8:00 p.m.,2006,"Action,Crime,Drama",45.0,8.8,1434
tt0285331,24,tt0502269,5,14,Day 5: 8:00 p.m.-9:00 p.m.,2006,"Action,Crime,Drama",45.0,8.3,1303
tt0285331,24,tt0763117,5,15,Day 5: 9:00 p.m.-10:00 p.m.,2006,"Action,Crime,Drama",42.0,8.7,1323
tt0285331,24,tt0760415,5,16,Day 5: 10:00 p.m.-11:00 p.m.,2006,"Action,Crime,Drama",41.0,8.6,1297
tt0285331,24,tt0782170,5,17,Day 5: 11:00 p.m.-12:00 a.m.,2006,"Action,Crime,Drama",42.0,8.5,1288
tt0285331,24,tt0782171,5,18,Day 5: 12:00 a.m.-1:00 a.m.,2006,"Action,Crime,Drama",42.0,8.5,1273
tt0285331,24,tt0769779,5,19,Day 5: 1:00 a.m.-2:00 a.m.,2006,"Action,Crime,Drama",42.0,8.4,1257
tt0285331,24,tt0769780,5,20,Day 5: 2:00 a.m.-3:00 a.m.,2006,"Action,Crime,Drama",42.0,8.5,1273
tt0285331,24,tt0784081,5,21,Day 5: 3:00 a.m.-4:00 a.m.,2006,"Action,Crime,Drama",42.0,8.5,1280
tt0285331,24,tt0796377,5,22,Day 5: 4:00 a.m.-5:00 a.m.,2006,"Action,Crime,Drama",42.0,8.2,1273
tt0285331,24,tt0801845,5,23,Day 5: 5:00 a.m.-6:00 a.m.,2006,"Action,Crime,Drama",42.0,8.7,1318
tt0285331,24,tt0807484,5,24,Day 5: 6:00 a.m.-7:00 a.m.,2006,"Action,Crime,Drama",42.0,9.1,1631
tt0285331,24,tt0865980,6,1,Day 6: 6:00 a.m.-7:00 a.m.,2007,"Action,Crime,Drama",43.0,8.3,1551
tt0285331,24,tt0925315,6,2,Day 6: 7:00 a.m.-8:00 a.m.,2007,"Action,Crime,Drama",44.0,8.3,1361
tt0285331,24,tt0933400,6,3,Day 6: 8:00 a.m.-9:00 a.m.,2007,"Action,Crime,Drama",44.0,8.0,1303
tt0285331,24,tt0933401,6,4,Day 6: 9:00 a.m.-10:00 a.m.,2007,"Action,Crime,Drama",44.0,8.9,1550
tt0285331,24,tt0933901,6,5,Day 6: 10:00 a.m.-11:00 a.m.,2007,"Action,Crime,Drama",44.0,8.0,1313
tt0285331,24,tt0933903,6,6,Day 6: 11:00 a.m.-12:00 p.m.,2007,"Action,Crime,Drama",44.0,7.8,1260
tt0285331,24,tt0933906,6,7,Day 6: 12:00 p.m.-1:00 p.m.,2007,"Action,Crime,Drama",45.0,8.0,1245
tt0285331,24,tt0933908,6,8,Day 6: 1:00 p.m.-2:00 p.m.,2007,"Action,Crime,Drama",45.0,8.0,1220
tt0285331,24,tt0933910,6,9,Day 6: 2:00 p.m.-3:00 p.m.,2007,"Action,Crime,Drama",41.0,8.0,1212
tt0285331,24,tt0933912,6,10,Day 6: 3:00 p.m.-4:00 p.m.,2007,"Action,Crime,Drama",44.0,8.0,1226
tt0285331,24,tt0933914,6,11,Day 6: 4:00 p.m.-5:00 p.m.,2007,"Action,Crime,Drama",43.0,7.9,1231
tt0285331,24,tt0933916,6,12,Day 6: 5:00 p.m.-6:00 p.m.,2007,"Action,Crime,Drama",44.0,8.0,1222
tt0285331,24,tt0933917,6,13,Day 6: 6:00 p.m.-7:00 p.m.,2007,"Action,Crime,Drama",43.0,8.1,1227
tt0285331,24,tt0933918,6,14,Day 6: 7:00 p.m.-8:00 p.m.,2007,"Action,Crime,Drama",43.0,7.9,1213
tt0285331,24,tt0933919,6,15,Day 6: 8:00 p.m.-9:00 p.m.,2007,"Action,Crime,Drama",43.0,7.9,1219
tt0285331,24,tt0933920,6,16,Day 6: 9:00 p.m.-10:00 p.m.,2007,"Action,Crime,Drama",43.0,8.0,1224
tt0285331,24,tt0933902,6,17,Day 6: 10:00 p.m.-11:00 p.m.,2007,"Action,Crime,Drama",43.0,8.7,1370
tt0285331,24,tt0933904,6,18,Day 6: 11:00 p.m.-12:00 a.m.,2007,"Action,Crime,Drama",43.0,7.8,1202
tt0285331,24,tt0933905,6,19,Day 6: 12:00 a.m.-1:00 a.m.,2007,"Action,Crime,Drama",43.0,7.7,1191
tt0285331,24,tt0933907,6,20,Day 6: 1:00 a.m.-2:00 a.m.,2007,"Action,Crime,Drama",43.0,7.7,1215
tt0285331,24,tt0933909,6,21,Day 6: 2:00 a.m.-3:00 a.m.,2007,"Action,Crime,Drama",43.0,8.1,1233
tt0285331,24,tt0933911,6,22,Day 6: 3:00 a.m.-4:00 a.m.,2007,"Action,Crime,Drama",43.0,7.9,1198
tt0285331,24,tt0933913,6,23,Day 6: 4:00 a.m.-5:00 a.m.,2007,"Action,Crime,Drama",43.0,7.9,1242
tt0285331,24,tt0933915,6,24,Day 6: 5:00 a.m.-6:00 a.m.,2007,"Action,Crime,Drama",43.0,8.2,1426
tt0285331,24,tt1091235,7,1,Day 7: 8:00 a.m.-9:00 a.m.,2009,"Action,Crime,Drama",46,8.2,1517
tt0285331,24,tt1091246,7,2,Day 7: 9:00 a.m.-10:00 a.m.,2009,"Action,Crime,Drama",42,8.1,1273
tt0285331,24,tt1091252,7,3,Day 7: 10:00 a.m.-11:00 a.m.,2009,"Action,Crime,Drama",44,8.7,1304
tt0285331,24,tt1091253,7,4,Day 7: 11:00 a.m.-12:00 p.m.,2009,"Action,Crime,Drama",44,8.1,1237
tt0285331,24,tt1091254,7,5,Day 7: 12:00 p.m.-1:00 p.m.,2009,"Action,Crime,Drama",44,8.2,1217
tt0285331,24,tt1334623,7,6,Day 7: 1:00 p.m.-2:00 p.m.,2009,"Action,Crime,Drama",43.0,8.1,1175
tt0285331,24,tt1091255,7,7,Day 7: 2:00 p.m.-3:00 p.m.,2009,"Action,Crime,Drama",42,8.1,1175
tt0285331,24,tt1091256,7,8,Day 7: 3:00 p.m.-4:00 p.m.,2009,"Action,Crime,Drama",42,8.2,1153
tt0285331,24,tt1091257,7,9,Day 7: 4:00 p.m.-5:00 p.m.,2009,"Action,Crime,Drama",43,8.1,1161
tt0285331,24,tt1091258,7,10,Day 7: 5:00 p.m.-6:00 p.m.,2009,"Action,Crime,Drama",43,8.4,1184
tt0285331,24,tt1091236,7,11,Day 7: 6:00 p.m.-7:00 p.m.,2009,"Action,Crime,Drama",42,8.1,1181
tt0285331,24,tt1091237,7,12,Day 7: 7:00 p.m.-8:00 p.m.,2009,"Action,Crime,Drama",43,8.8,1318
tt0285331,24,tt1091238,7,13,Day 7: 8:00 p.m.-9:00 p.m.,2009,"Action,Crime,Drama",43,8.6,1211
tt0285331,24,tt1091239,7,14,Day 7: 9:00 p.m.-10:00 p.m.,2009,"Action,Crime,Drama",43,8.4,1165
tt0285331,24,tt1091241,7,15,Day 7: 10:00 p.m.-11:00 p.m.,2009,"Action,Crime,Drama",42,8.1,1135
tt0285331,24,tt1091242,7,16,Day 7: 11:00 p.m.-12:00 a.m.,2009,"Action,Crime,Drama",42,8.1,1141
